0, !, 185.1.68.3, AS60917, , DE-CIX Madrid, ES, Madrid
9351, !, 206.130.10.9, AS62567, DE-CIX New York, DE-CIX the New York / New Jersey Internet Exchange, US, Jersey York New
9352, !, 206.126.236.154, AS13618, Equinix Ashburn, Equinix Ashburn Exchange, US, Ashburn
9353, !, 195.66.226.164, AS37678, LINX, London Internet Exchange, GB//Kingdom United, London
9354, !, 178.18.224.36, AS35000, DATAIX, Peering LTD, RU, RU St Petersburg Moscow Omsk Ekaterinburg Khabarovsk Novosibirs
9355, !, 45.127.172.89, AS38195, Equinix Sydney, Equinix Sydney Exchange, AU, Sydney
9356, !, 194.146.118.146, AS9008, ECIX DUS, European Commercial Internet Exchange Düsseldorf, DE, Düsseldorf
9357, !, 193.242.98.137, AS15699, CATNIX, Catalunya Neutral Internet Exchange, ES, Barcelona
9358, !, 193.201.28.61, AS201722, NaMeX, Nautilus Mediterranean Exchange Point, IT, Rome
9359, !, 195.66.224.94, AS201277, LINX, London Internet Exchange, GB//Kingdom United, London
9360, !, 218.100.6.158, AS18129, BBIX Tokyo, , JP, Tokyo//Fukuoka
9361, !, 80.249.211.189, AS2854, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9362, !, 37.49.236.165, AS30740, France-IX, France-IX, FR, Paris
9363, !, 103.26.70.13, AS9268, MegaIX Brisbane, Megaport MegaIX Brisbane, AU, Brisbane
9364, !, 206.223.119.86, AS6461, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
9365, !, 187.16.196.253, AS26162, PTT Natal, IX.br Natal, BR, RN Natal
9366, ?, 187.16.218.156, AS26162, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
9367, !, 185.6.36.57, AS15169, INEX LAN1, Internet Neutral Exchange Association Ltd., IE, Dublin
9368, !, 195.66.224.121, AS8419, LINX, London Internet Exchange, GB//Kingdom United, London
9369, ?, 198.32.212.16, AS24541, WAIX, Western Australian Internet Association, IX Australia WA, West Australian Internet Exchange, AU, Perth
9370, ?, 198.32.118.19, AS14989, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
9371, !, 37.49.237.57, AS32590, France-IX, France-IX, FR, Paris
9372, !, 198.32.176.60, AS17451, Equinix- Palo Alto, Equinix Internet Exchange Palo Alto, US, Palo Alto
9373, !, 86.104.125.113, AS35505, InterLAN-IX, InterLAN-IX, RO, Timisoara Bucharest Constanta Craiova
9374, !, 206.108.35.7, AS22616, TORIX, Toronto Internet Exchange, CA, Toronto
9375, !, 119.27.63.92, AS54312, Equinix Hong Kong, Equinix Hong Kong, HK//CN, Hong Kong
9376, !, 80.249.209.172, AS29263, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9377, !, 80.249.212.196, AS200981, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9378, !, 200.219.143.44, AS262802, PTT Porto Alegre, , BR, Alegre Porto
9379, !, 91.210.16.114, AS43614, NIX.CZ, NIX.CZ - Neutral Internet eXchange for the Czech Republic, CZ//Republic Czech, Prague
9380, !, 206.130.10.83, AS33353, DE-CIX New York, DE-CIX the New York / New Jersey Internet Exchange, US, Jersey York New
9381, !, 195.208.209.207, AS8932, MSK-IX Moscow, MSK-IX Moscow, RU, Moscow
9382, !, 91.213.211.100, AS39392, Peering.cz, Peering.cz eXchange, CZ//Republic Czech, Bratislava Prague
9383, !, 193.178.185.69, AS29014, BCIX, Berlin Commercial Internet Exchange, DE, Berlin
9384, !, 80.249.209.132, AS197000, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9385, !, 196.46.25.187, AS37150, NAPAfrica IX Johannesburg, NAPAfrica IX Johannesburg, ZA, Johannesburg
9386, ?, 198.32.212.57, AS7604, WAIX, Western Australian Internet Association, IX Australia WA, West Australian Internet Exchange, AU, Perth
9387, !, 185.1.30.111, AS57344, , Balkan Internet Exchange, BG, Sofia
9388, !, 194.146.118.124, AS198913, ECIX DUS, European Commercial Internet Exchange Düsseldorf, DE, Düsseldorf
9389, !, 187.16.221.33, AS263478, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9390, !, 37.49.236.121, AS197133, France-IX, France-IX, FR, Paris
9391, !, 80.249.209.227, AS20969, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9392, !, 217.29.66.121, AS14537, MIX, Milan Internet eXchange, IT, Milan
9393, !, 195.149.232.59, AS12741, TPIX, TPIX, PL, Warsaw
9394, !, 195.66.224.166, AS4637, LINX, London Internet Exchange, GB//Kingdom United, London
9395, !, 193.232.135.33, AS13238, MSK-IX Samara, MSK-IX Samara, RU, Samara
9396, !, 194.226.100.76, AS39102, MSK-IX Saint-Petersburg, MSK-IX Saint-Petersburg, RU, Saint Petersburg
9397, !, 80.249.211.135, AS56396, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9398, !, 206.223.119.115, AS32934, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
9399, !, 193.156.120.8, AS5619, NIX2, Norwegian Internet Exchange Oslo 2, NO, Oslo
9400, !, 91.213.211.184, AS29504, Peering.cz, Peering.cz eXchange, CZ//Republic Czech, Bratislava Prague
9401, ?, 198.32.118.24, AS10310, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
9402, !, 198.32.134.36, AS11666, Equinix-Seattle, Equinix Internet Exchange Seattle, US, Seattle
9403, !, 198.32.176.56, AS33517, Equinix- Palo Alto, Equinix Internet Exchange Palo Alto, US, Palo Alto
9404, !, 218.100.52.14, AS15133, NSW-IX, , AU, Sydney NSW
9405, !, 195.182.218.241, AS28978, PLIX, Polish Internet Exchange, PL, Warsaw
9406, !, 195.66.238.46, AS22071, LINX, London Internet Exchange, GB//Kingdom United, London
9407, !, 198.32.125.133, AS199524, NOTA, NAP of the Americas, US, Miami
9408, !, 193.108.98.180, AS51313, NDIX, Nederlands-Duitse Internet Exchange, NL, Enschede
9409, !, 91.217.231.28, AS57099, IXLeeds, Leeds Internet Exchange, GB//Kingdom United, Western Yorkshire Leeds
9410, !, 43.243.22.32, AS133075, MegaPort-IX Auckland, MegaPort-IX Auckland, NZ//Zealand New, Auckland
9411, !, 193.239.116.45, AS12654, NL-IX, Neutral Internet Exchange, NL, Amsterdam
9412, !, 193.239.117.28, AS50737, NL-IX, Neutral Internet Exchange, NL, Amsterdam
9413, !, 206.108.255.13, AS13573, MICE, Midwest Internet Cooperative Exchange, US, MN Minneapolis
9414, !, 80.81.192.172, AS6939, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9415, ?, 187.16.219.134, AS53238, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
9416, !, 80.249.209.21, AS8075, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9417, !, 80.249.212.137, AS55819, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9418, !, 195.66.224.42, AS41847, LINX, London Internet Exchange, GB//Kingdom United, London
9419, !, 80.81.193.216, AS8932, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9420, !, 195.66.237.193, AS35575, LINX, London Internet Exchange, GB//Kingdom United, London
9421, ?, 218.100.78.36, AS20940, Victoria Internet Exchange, VIC-IX, QLD-IX, Queensland Internet Exchange, AU, Victoria Melbourne//Brisbane
9422, !, 206.72.210.3, AS18978, Any2, CoreSite - Any2 California, US, Valley Angeles and Silicon Los
9423, !, 37.49.237.86, AS42845, France-IX, France-IX, FR, Paris
9424, !, 193.25.180.21, AS15497, DTEL-IX, Digital Telecom Internet Exchange, UA, Kiev
9425, !, 80.249.211.168, AS20621, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9426, !, 185.1.30.33, AS43205, , Balkan Internet Exchange, BG, Sofia
9427, !, 80.249.212.202, AS37179, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9428, !, 193.201.29.3, AS12835, NaMeX, Nautilus Mediterranean Exchange Point, IT, Rome
9429, !, 218.100.44.89, AS38199, MyIX, Malaysia Internet Exchange, MY, Lumpur Kuala
9430, !, 195.66.236.101, AS5503, LINX, London Internet Exchange, GB//Kingdom United, London
9431, !, 80.81.192.59, AS2818, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9432, !, 195.66.225.188, AS64049, LINX, London Internet Exchange, GB//Kingdom United, London
9433, !, 206.223.119.161, AS600, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
9434, !, 193.110.12.69, AS13189, SOLIX, SOLIX, SE, Stockholm
9435, !, 183.177.61.25, AS45177, Equinix Melbourne, Equinix Melbourne, AU, Melbourne
9436, !, 200.219.145.46, AS52871, PTT Salvador, IX.br Salvador, BR, Salvador BA
9437, !, 206.223.118.92, AS21777, Equinix IBX Dallas, Equinix IBX Dallas, US, Dallas
9438, !, 218.100.6.153, AS24249, BBIX Tokyo, , JP, Tokyo//Fukuoka
9439, !, 206.108.255.35, AS2906, MICE, Midwest Internet Cooperative Exchange, US, MN Minneapolis
9440, !, 193.242.98.144, AS49835, CATNIX, Catalunya Neutral Internet Exchange, ES, Barcelona
9441, !, 206.126.237.55, AS4230, Equinix Ashburn, Equinix Ashburn Exchange, US, Ashburn
9442, !, 195.191.171.111, AS203086, EPIX.Katowice, Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie, PL, Katowice Silesia
9443, !, 218.100.6.124, AS41095, BBIX Tokyo, , JP, Tokyo//Fukuoka
9444, ?, 187.16.219.158, AS263077, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
9445, !, 193.188.137.173, AS8462, BIX, Budapest Internet Exchange, HU, Budapest
9446, !, 206.72.211.118, AS27281, Any2, CoreSite - Any2 California, US, Valley Angeles and Silicon Los
9447, !, 193.203.0.96, AS25255, VIX, Vienna Internet Exchange, AT, Vienna
9448, !, 198.32.176.137, AS15412, Equinix- Palo Alto, Equinix Internet Exchange Palo Alto, US, Palo Alto
9449, !, 80.249.210.81, AS31673, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9450, !, 178.18.224.6, AS47438, DATAIX, Peering LTD, RU, RU St Petersburg Moscow Omsk Ekaterinburg Khabarovsk Novosibirs
9451, !, 80.249.209.232, AS7342, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9452, !, 198.32.176.27, AS5650, Equinix- Palo Alto, Equinix Internet Exchange Palo Alto, US, Palo Alto
9453, !, 185.1.15.25, AS200612, SH-IX, SMARTHUB Internet Exchange, AE, Fujairah UAE
9454, !, 91.212.235.55, AS6939, , OM-NIX, BG, Sofia
9455, !, 187.16.220.128, AS263646, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9456, !, 80.81.193.231, AS1241, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9457, ?, 206.126.115.64, AS32934, TIE New York, TelX Internet Exchange, Digital Realty | Telx New York, Digital Realty New York Internet Exchange, US, Jersey York New
9458, !, 198.32.124.234, AS4323, NOTA, NAP of the Americas, US, Miami
9459, !, 187.16.194.252, AS20121, PTT Vitoria, IX.br Vitória, BR, ES Vitoria
9460, !, 80.81.195.63, AS12625, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9461, !, 123.255.91.167, AS4780, HKIX, Hong Kong Internet Exchange, HK, Hong Kong
9462, !, 200.219.143.117, AS28169, PTT Porto Alegre, , BR, Alegre Porto
9463, !, 206.81.80.224, AS16713, SIX, Seattle Internet Exchange, US, Seattle
9464, ?, 198.32.118.66, AS8513, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
9465, !, 198.32.124.3, AS28329, NOTA, NAP of the Americas, US, Miami
9466, !, 198.32.176.219, AS8674, Equinix- Palo Alto, Equinix Internet Exchange Palo Alto, US, Palo Alto
9467, !, 195.66.236.175, AS13030, LINX, London Internet Exchange, GB//Kingdom United, London
9468, !, 206.223.119.76, AS11796, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
9469, !, 187.16.221.42, AS53246, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9470, !, 206.53.169.16, AS8075, MegaIX Bay Area, Megaport MegaIX Bay Area, US, San Jose
9471, !, 106.48.34.13, AS17429, CHN-IX Beijing, CHN-IX Beijing, CN, Beijing
9472, !, 206.126.237.205, AS36459, Equinix Ashburn, Equinix Ashburn Exchange, US, Ashburn
9473, !, 193.203.0.172, AS21320, VIX, Vienna Internet Exchange, AT, Vienna
9474, ?, 198.32.118.21, AS1784, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
9475, !, 200.219.138.170, AS263853, PTT Rio de Janeiro, IX.br Rio de Janeiro, BR, Janeiro Rio RJ de
9476, !, 27.111.228.248, AS58601, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
9477, ?, 187.16.219.61, AS26615, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
9478, !, 91.206.52.213, AS29691, SwissIX, SwissIX Internet Exchange, CH, Zurich
9479, !, 198.32.124.187, AS11830, NOTA, NAP of the Americas, US, Miami
9480, !, 195.66.244.26, AS6717, IXManchester, IXManchester powered by LINX, GB//Kingdom United, Manchester
9481, !, 206.53.143.17, AS22147, Mass-IX, Massachusetts Internet Exchange, US, Boston
9482, !, 194.59.190.17, AS12337, INXS, INXS / ECIX-MUC, DE, Munich
9483, !, 193.17.78.15, AS31252, MD-IX, Internet eXchange Moldova, MD, Chisinau
9484, !, 200.219.145.40, AS52999, PTT Salvador, IX.br Salvador, BR, Salvador BA
9485, !, 37.49.236.185, AS34606, France-IX, France-IX, FR, Paris
9486, !, 195.66.225.10, AS7473, LINX, London Internet Exchange, GB//Kingdom United, London
9487, !, 195.66.238.227, AS29676, LINX, London Internet Exchange, GB//Kingdom United, London
9488, !, 183.177.61.14, AS54113, Equinix Melbourne, Equinix Melbourne, AU, Melbourne
9489, !, 210.173.178.70, AS6939, JPNAP Osaka, Internet Multifeed JPNAP Osaka, JP, Osaka
9490, !, 194.68.128.146, AS8928, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
9491, !, 37.49.236.99, AS34659, France-IX, France-IX, FR, Paris
9492, !, 80.81.192.222, AS680, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9493, !, 206.51.40.20, AS29838, Coresite - Any 2, Coresite - Any 2 NorthEast, US, Reston DC Boston York New
9494, !, 27.111.229.45, AS45845, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
9495, ?, 218.100.78.42, AS45780, Victoria Internet Exchange, VIC-IX, QLD-IX, Queensland Internet Exchange, AU, Victoria Melbourne//Brisbane
9496, !, 80.81.193.127, AS5404, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9497, !, 103.26.68.104, AS133612, MegaIX Sydney, Megaport MegaIX Sydney, AU, Sydney
9498, !, 80.249.211.152, AS8309, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9499, !, 193.201.29.52, AS197440, NaMeX, Nautilus Mediterranean Exchange Point, IT, Rome
9500, !, 193.239.116.59, AS22822, NL-IX, Neutral Internet Exchange, NL, Amsterdam
9501, ?, 77.95.71.203, AS16210, Lyonix, LyonIX, GrenoblIX, GrenoblIX, FR, Lyon//Grenoble
9502, !, 80.249.210.141, AS9167, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9503, !, 5.57.80.78, AS8607, LoNAP, London Network Access Point, GB//Kingdom United, London
9504, !, 192.121.80.246, AS39351, STHIX, Stockholm Internet eXchange, SE, Stockholm
9505, !, 187.16.223.2, AS263405, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9506, !, 80.249.211.130, AS33796, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9507, !, 91.206.52.40, AS6775, SwissIX, SwissIX Internet Exchange, CH, Zurich
9508, !, 103.16.102.70, AS131744, SGIX, Singapore Internet Exchange, SG, Singapore
9509, !, 80.249.211.18, AS60822, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9510, !, 103.26.68.108, AS37933, MegaIX Sydney, Megaport MegaIX Sydney, AU, Sydney
9511, !, 198.179.18.48, AS6507, QIX, Quebec Internet Exchange, CA, Montreal
9512, !, 80.81.193.9, AS8928, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9513, !, 206.81.80.3, AS33108, SIX, Seattle Internet Exchange, US, Seattle
9514, !, 80.249.211.246, AS41313, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9515, !, 103.26.68.181, AS136019, MegaIX Sydney, Megaport MegaIX Sydney, AU, Sydney
9516, !, 194.146.118.136, AS48526, ECIX DUS, European Commercial Internet Exchange Düsseldorf, DE, Düsseldorf
9517, !, 43.243.21.59, AS135328, AKL-IX, Auckland Internet Exchange, NZ, Auckland
9518, !, 200.192.111.8, AS262879, PTT Goiania, IX.br Goiânia, BR, Goiania GO
9519, !, 80.249.209.117, AS41420, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9520, !, 195.66.226.109, AS9680, LINX, London Internet Exchange, GB//Kingdom United, London
9521, ?, 198.32.118.240, AS22652, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
9522, !, 187.16.220.56, AS28307, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9523, !, 195.208.208.137, AS8075, MSK-IX Moscow, MSK-IX Moscow, RU, Moscow
9524, !, 123.255.91.137, AS9231, HKIX, Hong Kong Internet Exchange, HK, Hong Kong
9525, !, 210.173.176.179, AS10000, JPNAP Tokyo, Japan Network Access Point Tokyo, JP, Tokyo
9526, !, 45.127.172.253, AS133612, Equinix Sydney, Equinix Sydney Exchange, AU, Sydney
9527, !, 196.46.25.167, AS7020, NAPAfrica IX Johannesburg, NAPAfrica IX Johannesburg, ZA, Johannesburg
9528, !, 195.208.209.23, AS44050, MSK-IX Moscow, MSK-IX Moscow, RU, Moscow
9529, !, 187.16.220.193, AS263584, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9530, !, 218.100.52.77, AS32590, NSW-IX, , AU, Sydney NSW
9531, !, 206.223.123.64, AS7342, Equinix Los Angeles, Equinix Los Angeles IBX, US, Angeles Los
9532, !, 80.249.208.248, AS24642, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9533, !, 206.81.80.208, AS4775, SIX, Seattle Internet Exchange, US, Seattle
9534, !, 200.14.74.1, AS7005, , NAP CABASE Santa Fe, AR, Fe Santa
9535, !, 206.41.108.81, AS60725, FL-IX, FL-IX - The South Florida Internet Exchange, US, Miami
9536, !, 193.239.117.146, AS198334, NL-IX, Neutral Internet Exchange, NL, Amsterdam
9537, !, 192.121.80.194, AS34610, STHIX, Stockholm Internet eXchange, SE, Stockholm
9538, !, 80.81.192.217, AS29208, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9539, !, 194.30.187.7, AS12570, NIX.SK, NIX.SK - exSitelIX, SK, Bratislava
9540, !, 80.81.203.56, AS9145, DE-CIX Hamburg, DE-CIX Hamburg, DE, Hamburg
9541, !, 80.81.192.196, AS21413, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9542, !, 198.32.160.128, AS29791, NYIIX, New York International Internet Exchange, US, York New
9543, !, 144.92.233.232, AS2381, MadIX, Madison Internet Exchange, US, Madison
9544, ?, 77.95.71.32, AS30781, Lyonix, LyonIX, GrenoblIX, GrenoblIX, FR, Lyon//Grenoble
9545, !, 80.249.210.114, AS44066, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
9546, !, 206.72.210.106, AS16467, Any2, CoreSite - Any2 California, US, Valley Angeles and Silicon Los
9547, !, 210.171.224.198, AS58453, JPIX, Japan Internet Exchange, JP, Tokyo
9548, !, 91.206.52.153, AS13101, SwissIX, SwissIX Internet Exchange, CH, Zurich
9549, !, 198.32.231.138, AS23752, NPIX, Nepal Internet Exchange, NP, Kathmandu
9550, !, 193.188.137.47, AS8448, BIX, Budapest Internet Exchange, HU, Budapest
9551, !, 119.27.63.105, AS2906, Equinix Hong Kong, Equinix Hong Kong, HK//CN, Hong Kong
9552, !, 62.69.146.65, AS61266, , European Commercial Internet Exchange, DE, Frankfurt
9553, ?, 187.16.219.161, AS14463, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
9554, !, 37.49.237.93, AS16211, France-IX, France-IX, FR, Paris
9555, !, 80.81.194.73, AS62955, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9556, !, 80.81.192.108, AS15169, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
9557, !, 27.111.228.84, AS56308, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
9558, !, 195.66.225.178, AS38182, LINX, London Internet Exchange, GB//Kingdom United, London
9559, !, 206.197.187.41, AS36734, SFMIX, San Francisco Metropolitan Internet Exchange, US, San Francisco
9560, !, 187.16.222.89, AS262733, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
9561, !, 193.149.1.147, AS15169, ESPANIX, , ES, Madrid
9562, !, 206.51.43.3, AS14585, CoreSite - Any2, CoreSite - Any2 Chicago, US, Chicago
9563, !, 193.110.13.126, AS198093, SOLIX, SOLIX, SE, Stockholm
9564, ?, 187.16.218.19, AS53145, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
9565, !, 193.108.98.164, AS49627, NDIX, Nederlands-Duitse Internet Exchange, NL, Enschede
9566, !, 192.121.80.190, AS42303, STHIX, Stockholm Internet eXchange, SE, Stockholm
9567, !, 217.29.66.46, AS12874, MIX, Milan Internet eXchange, IT, Milan
9568, !, 200.219.138.254, AS26162, PTT Rio de Janeiro, IX.br Rio de Janeiro, BR, Janeiro Rio RJ de
9569, !, 192.145.251.32, AS6939, KINX, Korea Internet Neutral Exchange KINX, KR//Korea, Seoul
9570, !, 206.81.80.61, AS15290, SIX, Seattle Internet Exchange, US, Seattle
9571, !, 206.130.10.124, AS20278, DE-CIX New York, DE-CIX the New York / New Jersey Internet Exchange, US, Jersey York New
9572, !, 218.100.44.116, AS131299, MyIX, Malaysia Internet Exchange, MY, Lumpur Kuala
